user_id,utc_date,model,api_key_name,api_key,type,price,amount
5ba70c83-255b-4f72-a65a-4e1572e2a2ae,2026-05-10,deepseek-v4-flash,deepseek-v4-flash2,sk-cca3a***********************a5b5,input_cache_hit_tokens,0.0000000028,2304
5ba70c83-255b-4f72-a65a-4e1572e2a2ae,2026-05-10,deepseek-v4-flash,deepseek-v4-flash2,sk-cca3a***********************a5b5,input_cache_miss_tokens,0.00000014,4355
5ba70c83-255b-4f72-a65a-4e1572e2a2ae,2026-05-11,deepseek-v4-flash,deepseek-v4-flash,sk-80f3a***********************6883,output_tokens,0.00000028,815
5ba70c83-255b-4f72-a65a-4e1572e2a2ae,2026-05-11,deepseek-v4-flash,deepseek-v4-flash,sk-80f3a***********************6883,request_count,,24
5ba70c83-255b-4f72-a65a-4e1572e2a2ae,2026-05-11,deepseek-v4-flash,deepseek-v4-flash,sk-80f3a***********************6883,input_cache_hit_tokens,0.0000000028,4992
5ba70c83-255b-4f72-a65a-4e1572e2a2ae,2026-05-11,deepseek-v4-flash,deepseek-v4-flash,sk-80f3a***********************6883,input_cache_miss_tokens,0.00000014,30635
5ba70c83-255b-4f72-a65a-4e1572e2a2ae,2026-05-11,deepseek-v4-flash,deepseek-v4-flash2,sk-cca3a***********************a5b5,output_tokens,0.00000028,1759
5ba70c83-255b-4f72-a65a-4e1572e2a2ae,2026-05-11,deepseek-v4-flash,deepseek-v4-flash2,sk-cca3a***********************a5b5,request_count,,28
5ba70c83-255b-4f72-a65a-4e1572e2a2ae,2026-05-11,deepseek-v4-flash,deepseek-v4-flash2,sk-cca3a***********************a5b5,input_cache_hit_tokens,0.0000000028,7424
5ba70c83-255b-4f72-a65a-4e1572e2a2ae,2026-05-11,deepseek-v4-flash,deepseek-v4-flash2,sk-cca3a***********************a5b5,input_cache_miss_tokens,0.00000014,21459
5ba70c83-255b-4f72-a65a-4e1572e2a2ae,2026-05-12,deepseek-v4-flash,deepseek-v4-flash,sk-80f3a***********************6883,output_tokens,0.00000028,230
5ba70c83-255b-4f72-a65a-4e1572e2a2ae,2026-05-12,deepseek-v4-flash,deepseek-v4-flash,sk-80f3a***********************6883,request_count,,1
5ba70c83-255b-4f72-a65a-4e1572e2a2ae,2026-05-12,deepseek-v4-flash,deepseek-v4-flash,sk-80f3a***********************6883,input_cache_hit_tokens,0.0000000028,256
5ba70c83-255b-4f72-a65a-4e1572e2a2ae,2026-05-12,deepseek-v4-flash,deepseek-v4-flash,sk-80f3a***********************6883,input_cache_miss_tokens,0.00000014,978
5ba70c83-255b-4f72-a65a-4e1572e2a2ae,2026-05-13,deepseek-v4-pro,deepseek-v4-flash,sk-80f3a***********************6883,output_tokens,0.00000087,13767
5ba70c83-255b-4f72-a65a-4e1572e2a2ae,2026-05-13,deepseek-v4-pro,deepseek-v4-flash,sk-80f3a***********************6883,request_count,,40
5ba70c83-255b-4f72-a65a-4e1572e2a2ae,2026-05-13,deepseek-v4-pro,deepseek-v4-flash,sk-80f3a***********************6883,input_cache_hit_tokens,0.000000003625,17280
5ba70c83-255b-4f72-a65a-4e1572e2a2ae,2026-05-13,deepseek-v4-pro,deepseek-v4-flash,sk-80f3a***********************6883,input_cache_miss_tokens,0.000000435,46963
5ba70c83-255b-4f72-a65a-4e1572e2a2ae,2026-05-13,deepseek-v4-flash,deepseek-v4-flash,sk-80f3a***********************6883,output_tokens,0.00000028,2012
5ba70c83-255b-4f72-a65a-4e1572e2a2ae,2026-05-13,deepseek-v4-flash,deepseek-v4-flash,sk-80f3a***********************6883,request_count,,49
5ba70c83-255b-4f72-a65a-4e1572e2a2ae,2026-05-13,deepseek-v4-flash,deepseek-v4-flash,sk-80f3a***********************6883,input_cache_hit_tokens,0.0000000028,22528
5ba70c83-255b-4f72-a65a-4e1572e2a2ae,2026-05-13,deepseek-v4-flash,deepseek-v4-flash,sk-80f3a***********************6883,input_cache_miss_tokens,0.00000014,34896
5ba70c83-255b-4f72-a65a-4e1572e2a2ae,2026-05-15,deepseek-v4-pro,deepseek-v4-flash,sk-80f3a***********************6883,output_tokens,0.00000087,2147
5ba70c83-255b-4f72-a65a-4e1572e2a2ae,2026-05-15,deepseek-v4-pro,deepseek-v4-flash,sk-80f3a***********************6883,request_count,,9
5ba70c83-255b-4f72-a65a-4e1572e2a2ae,2026-05-15,deepseek-v4-pro,deepseek-v4-flash,sk-80f3a***********************6883,input_cache_hit_tokens,0.000000003625,3456
5ba70c83-255b-4f72-a65a-4e1572e2a2ae,2026-05-15,deepseek-v4-pro,deepseek-v4-flash,sk-80f3a***********************6883,input_cache_miss_tokens,0.000000435,7075
5ba70c83-255b-4f72-a65a-4e1572e2a2ae,2026-05-15,deepseek-v4-flash,deepseek-v4-flash,sk-80f3a***********************6883,output_tokens,0.00000028,2844
5ba70c83-255b-4f72-a65a-4e1572e2a2ae,2026-05-15,deepseek-v4-flash,deepseek-v4-flash,sk-80f3a***********************6883,request_count,,58
5ba70c83-255b-4f72-a65a-4e1572e2a2ae,2026-05-15,deepseek-v4-flash,deepseek-v4-flash,sk-80f3a***********************6883,input_cache_hit_tokens,0.0000000028,20224
5ba70c83-255b-4f72-a65a-4e1572e2a2ae,2026-05-15,deepseek-v4-flash,deepseek-v4-flash,sk-80f3a***********************6883,input_cache_miss_tokens,0.00000014,41923
5ba70c83-255b-4f72-a65a-4e1572e2a2ae,2026-05-16,deepseek-v4-pro,deepseek-v4-flash,sk-80f3a***********************6883,output_tokens,0.00000087,3589
5ba70c83-255b-4f72-a65a-4e1572e2a2ae,2026-05-16,deepseek-v4-pro,deepseek-v4-flash,sk-80f3a***********************6883,request_count,,10
5ba70c83-255b-4f72-a65a-4e1572e2a2ae,2026-05-16,deepseek-v4-pro,deepseek-v4-flash,sk-80f3a***********************6883,input_cache_hit_tokens,0.000000003625,2944
5ba70c83-255b-4f72-a65a-4e1572e2a2ae,2026-05-16,deepseek-v4-pro,deepseek-v4-flash,sk-80f3a***********************6883,input_cache_miss_tokens,0.000000435,8370
5ba70c83-255b-4f72-a65a-4e1572e2a2ae,2026-05-16,deepseek-v4-flash,deepseek-v4-flash,sk-80f3a***********************6883,output_tokens,0.00000028,9183
5ba70c83-255b-4f72-a65a-4e1572e2a2ae,2026-05-16,deepseek-v4-flash,deepseek-v4-flash,sk-80f3a***********************6883,request_count,,165
5ba70c83-255b-4f72-a65a-4e1572e2a2ae,2026-05-16,deepseek-v4-flash,deepseek-v4-flash,sk-80f3a***********************6883,input_cache_hit_tokens,0.0000000028,76288
5ba70c83-255b-4f72-a65a-4e1572e2a2ae,2026-05-16,deepseek-v4-flash,deepseek-v4-flash,sk-80f3a***********************6883,input_cache_miss_tokens,0.00000014,167756
5ba70c83-255b-4f72-a65a-4e1572e2a2ae,2026-05-17,deepseek-v4-flash,deepseek-v4-flash,sk-80f3a***********************6883,output_tokens,0.00000028,4793
5ba70c83-255b-4f72-a65a-4e1572e2a2ae,2026-05-17,deepseek-v4-flash,deepseek-v4-flash,sk-80f3a***********************6883,request_count,,74
5ba70c83-255b-4f72-a65a-4e1572e2a2ae,2026-05-17,deepseek-v4-flash,deepseek-v4-flash,sk-80f3a***********************6883,input_cache_hit_tokens,0.0000000028,34304
5ba70c83-255b-4f72-a65a-4e1572e2a2ae,2026-05-17,deepseek-v4-flash,deepseek-v4-flash,sk-80f3a***********************6883,input_cache_miss_tokens,0.00000014,74885
5ba70c83-255b-4f72-a65a-4e1572e2a2ae,2026-05-31,deepseek-v4-flash,deepseek-v4-flash,sk-80f3a***********************6883,output_tokens,0.00000028,4320
5ba70c83-255b-4f72-a65a-4e1572e2a2ae,2026-05-31,deepseek-v4-flash,deepseek-v4-flash,sk-80f3a***********************6883,request_count,,35
5ba70c83-255b-4f72-a65a-4e1572e2a2ae,2026-05-31,deepseek-v4-flash,deepseek-v4-flash,sk-80f3a***********************6883,input_cache_hit_tokens,0.0000000028,14464
5ba70c83-255b-4f72-a65a-4e1572e2a2ae,2026-05-31,deepseek-v4-flash,deepseek-v4-flash,sk-80f3a***********************6883,input_cache_miss_tokens,0.00000014,35342
